t;x;y;q
17990;21.3;78.2;-2.4
17992;21.2;69.1;-1.7
17994;21.2;74.4;-1.1
17996;21.6;74.8;-2.5
17998;21.6;72.4;-1.4
18000;21.6;79.1;-1.7
18002;21.3;72.3;-2.2
18004;21.2;74;-1.4
18006;21.3;75.7;-2.2
18008;20.9;69.7;-1.6
18010;21.5;77.7;-1.3
18012;20.9;70.5;-2.2
18014;21.4;70.9;-1.7
18016;21.6;80.5;-1.1
18018;21.5;73.1;-2.3
18020;21.6;77.5;-1.6
18022;20.9;74.6;-1.4
18024;21.4;69.2;-2.1
18026;21.7;79.3;-1.6
18028;21;71.7;-1.6
18030;21;69.8;-1.7
18032;21.2;81.2;-1.7
18034;21.1;67.5;-1.5
18036;21.4;74.9;-1.4
18038;21.1;78.4;-1.9
18040;21.2;65.6;-1.5
18042;21.4;79.9;-1.5
18044;21.5;73.5;-2.6
18046;21.3;65.9;-1.2
18048;21.3;82.7;-1.6
18050;21.3;70.6;-2
18052;21.2;72.9;-1.1
18054;21;79.3;-1.9
18056;21.5;66.4;-1.8
18058;21.5;77.7;-1.4
18060;21.1;77.2;-1.7
18062;21;67.2;-1.6
18064;21.6;79.7;-1.5
18066;21.1;73.1;-2
18068;21;69.2;-1.8
18070;21.3;79.2;-1.5
18072;20.9;70.6;-1.7
18074;21.1;74.6;-1.6
18076;21.2;73.8;-1.8
18078;21.1;69.4;-1.9
18080;21.2;77;-1.6
18082;21.3;72.8;-1.6
18084;21;74.5;-1.8
18086;21.3;75.3;-1.5
18088;21.7;71.7;-1.7
18090;21.1;76;-1.6
18092;21.2;70.4;-1.8
18094;21.3;73.4;-1.8
18096;21.6;80;-1.5
18098;21.6;70.4;-1.8
18100;21.6;76.9;-1.9
18102;21;75.1;-1.3
18104;21.1;68;-1.8
18106;20.9;78.3;-1.4
18108;21.5;71.9;-1.2
18110;21;67.3;-2.1
18112;21.1;80.5;-1.3
18114;21.1;72.4;-1.4
18116;21.4;76.2;-2.1
18118;21.5;80.9;-1.6
18120;21.6;67.5;-1.4
18122;21.2;77.7;-2
18124;21.4;74.7;-1.8
18126;21.4;69.5;-1.5
18128;21.4;82;-1.8
18130;21.2;70.3;-1.3
18132;21.2;71.8;-1.8
18134;21.2;79.1;-2.3
18136;21.5;69.7;-1
18138;21.6;77.9;-2.4
18140;21.2;74.5;-1.7
18142;21.5;69.4;-1
18144;21.4;81.4;-2.4
18146;21.5;75.5;-0.7
18148;21.6;75.1;-1.6
18150;21.3;79.2;-2.3
18152;21.6;68.8;-1
18154;21;73.5;-2.1
18156;21.6;73.9;-1.6
18158;21.6;71.6;-1.5
18160;21.5;78.2;-2.2
18162;21.1;72.1;-1.1
18164;21.1;71.7;-1.7
18166;21.4;76.3;-2.1
18168;21.3;71.3;-1.2
18170;21.2;76.3;-2.4
18172;21.2;70.4;-1.5
18174;21.6;73.3;-1.6
18176;21.4;80.2;-2.2
18178;21.7;72.6;-1.4
18180;21.5;78.2;-1.7
18182;21;73.2;-2.3
18184;21.3;66.4;-1.3
18186;21.4;79.2;-1.6
18188;21.5;72.2;-1.9
18190;21.3;70.4;-1.6
18192;21.1;80.6;-1.6
18194;21.1;66.9;-2
18196;21.6;75.4;-1.6
18198;21.4;79.4;-1.4
18200;21.3;66.9;-1.9
18202;21.3;79.2;-1.8
18204;21;71.8;-1.3
18206;21.2;65.9;-1.7
18208;21.4;83.5;-1.5
18210;21.2;71.1;-1.5
18212;21.1;72.3;-2.1
18214;21;78.6;-1.6
18216;21.5;69.3;-1.3
18218;21;73.8;-1.5
18220;21.4;76.3;-1.7
18222;21;67.8;-1.8
18224;21.4;80.2;-1.4
18226;21.4;73.4;-1.4
18228;21.1;71.8;-1.8
18230;21.1;77.5;-1.4
18232;21.1;70.5;-1.5
18234;21.4;76.9;-2
18236;21.4;74.4;-1.1
18238;21.6;71.4;-1.7
18240;21.4;77.7;-1.7
18242;20.9;71.4;-1.1
18244;21.6;76.5;-1.9
18246;21.2;74.8;-1.5
18248;21.6;70.2;-1.1
18250;21.6;77.6;-2.3
18252;21.3;70.7;-1.7
18254;21.3;71.5;-1.4
18256;21.4;78.5;-1.9
18258;21.5;71.2;-1.5
18260;21.1;74.2;-1.4
18262;21.5;76.8;-2.1
18264;21.2;69.2;-1.6
18266;21.4;79.3;-1.6
18268;21.4;72.1;-1.9
18270;21.4;70.5;-1.5
18272;21.2;81.5;-1.5
18274;21.2;70.2;-1.7
18276;21.4;77.1;-1.8
18278;21.2;77.7;-1.5
18280;21;64.5;-1.6
18282;21.2;78.2;-1.7
18284;21;71.4;-1.6
18286;21.3;68.6;-1.2
18288;21.7;83.4;-1.9
18290;21.2;70.3;-1.9
18292;21.5;72.2;-1.6
18294;21.5;81.3;-1.8
18296;21.2;65.8;-1.4
18298;21;75.3;-1.4
18300;21;74.5;-2
18302;21;66.2;-1.1
18304;21.2;79.5;-2.2
18306;20.9;72.5;-1.8
18308;21.7;73.8;-1.3
18310;21.4;77.7;-2.3
18312;21.2;68.8;-1.3
18314;21.2;72.9;-1.2
18316;21.3;74.3;-1.9
18318;21.3;72.1;-1.4
18320;21;77;-1.7
18322;21;72.4;-1.9
18324;21.4;74.4;-2
18326;21.3;75.7;-1.6
18328;21.4;72.2;-1.9
18330;21.6;78.4;-1.8
18332;21;69.8;-1.6
18334;21.2;70.6;-1.6
18336;21.7;80.3;-2.2
18338;21;68.8;-1.3
18340;21.3;76.5;-1.6
18342;21.6;76.2;-2.2
18344;21.5;68.8;-0.9
18346;21.3;77.4;-2.1
18348;21.4;72.4;-2.1
18350;21.3;71.1;-0.9
18352;21.6;82.7;-2.2
18354;21;67.6;-1.3
18356;21.2;72.7;-1.5
18358;21.6;79.5;-2.6
18360;21;66.1;-1.2
18362;21.1;77.8;-2.2
18364;21.1;71.5;-1.6
18366;21.3;67.3;-1.2
18368;21.4;81.5;-2
18370;21;71.8;-1.4
18372;21.1;72.1;-1.7
18374;21.4;80.8;-2.2
18376;21.5;69.2;-1.2
18378;21.2;75.5;-1.6
18380;20.9;73.3;-2.3
18382;21.4;67.9;-1.2
18384;21.6;81.2;-1.8
18386;21.4;72.8;-1.7
18388;21.3;72;-1.3
18390;21.3;77.6;-2.1
18392;21.1;69.6;-1.9
18394;21.1;73.2;-1.2
18396;21.4;75.2;-1.7
18398;21.4;68.1;-1.9
18400;21.4;77.7;-1
18402;21.1;73.2;-2.2
18404;21;75.1;-1.6
18406;21.5;77.5;-1.3
18408;21.6;72.5;-2.3
18410;21;74;-0.9
18412;21.1;70.4;-1.6
18414;21.6;73;-2.2
18416;21.7;80;-1.3
18418;21;68.1;-2
18420;21.7;76.5;-2.2
18422;21.4;75.2;-1.1
18424;21.4;69.1;-1.9
18426;21.4;79.1;-1.8
18428;21.6;71.4;-1.2
18430;21.2;69.6;-1.9
18432;21.2;80.9;-1.5
18434;21;68.5;-1.6
18436;21.2;75.9;-2
18438;21.6;79.8;-1.4
18440;21;64.5;-1.7
18442;21.1;78.5;-1.7
18444;21.6;74.4;-1.1
18446;21.3;67.3;-1.9
18448;21.4;82.5;-1.4
18450;21.5;71.3;-1.7
18452;21.7;71.1;-2.2
18454;21.5;80.1;-1.2
18456;21.6;69.3;-2.3
18458;21.2;75.3;-1.9
18460;21.1;73.8;-1.5
18462;21.2;66.1;-2.1
18464;21.2;78.1;-1.6
18466;21.4;74;-1.4
18468;21;71.5;-2.1
18470;21.3;77.1;-1.6
18472;21.4;71;-1.1
18474;21.1;74.2;-2
18476;21.3;73.6;-1.8
18478;21.7;71.5;-1.5
18480;21.1;76;-1.9
18482;20.8;70.3;-1.5
18484;21.5;74.7;-1.5
18486;21.4;75.6;-2.1
18488;21.2;70.5;-1.4
18490;21.4;78.1;-1.5
18492;21.1;71.5;-2.1
18494;21.4;69.9;-1.2
18496;21.5;80.3;-1.7
18498;21.2;70.9;-1.7
18500;21.2;75.8;-1.4
18502;21.3;74.8;-2.1
18504;21;66.7;-1.6
18506;21.1;75.6;-1.4
18508;21.6;71.9;-2.1
18510;20.9;69.3;-1.3
18512;21.5;82;-1.8
18514;20.9;67.5;-1.6
18516;21.2;73.7;-1.1
18518;21.2;78.5;-1.8
18520;21.1;66.1;-1.4
18522;21.2;77.7;-1.2
18524;21.7;72.8;-2.3
18526;21.4;67.1;-1.2
18528;21.7;84.1;-1.5
18530;21.3;70.2;-2.2
18532;21.3;73.3;-1.2
18534;21.3;80.4;-1.3
18536;21.6;65.8;-1.9
18538;21.2;76.1;-1.7
18540;21.2;74.9;-1.5
18542;21;66.6;-1.8
18544;21.2;79;-1.5
18546;21.6;74.8;-1.6
18548;21.1;71.1;-1.7
18550;21.5;79.2;-1
18552;21.6;70.5;-2.3
18554;21.5;75.2;-1.8
18556;21.4;74.7;-1.2
18558;21.2;71.8;-1.5
18560;21.1;76.9;-1.9
18562;20.9;72.2;-1.4
18564;21.2;73.7;-1.7
18566;21.6;75.6;-1.7
18568;21.6;71.4;-1.7
18570;21.4;74.7;-1.7
18572;21.3;70.3;-1.4
18574;21;71.3;-1.4
18576;21.7;80;-1.8
18578;21.1;67.9;-1.5
18580;21.5;77.1;-1.7
18582;21.4;75.4;-2.1
18584;20.9;68.1;-2
18586;21;78.3;-1.6
18588;21.6;71.6;-1.7
18590;21.4;68.4;-2.2
18592;21.1;79.4;-1.2
18594;21.2;70.9;-1.6
18596;21.6;75.6;-2.2
18598;21.2;77.3;-1.1
18600;21;65.7;-1.7
18602;21.1;76.7;-2
18604;21.5;74.7;-1.4
18606;21.6;69.5;-1.8
18608;21;80.8;-1.8
18610;21.1;68.7;-1.3
18612;21.1;70.2;-2.2
18614;21.1;78.8;-1.7
18616;21.6;68.9;-1.4
18618;21.4;78.3;-1.9
18620;21.2;74.4;-2.1
18622;21.1;66.9;-1.7
18624;21.4;78.9;-1.6
18626;21.3;72.4;-1.5
18628;21.2;74.4;-2
18630;21;76.8;-1.8
18632;21.2;69.4;-1.2
18634;20.9;74.1;-1.7
18636;21.3;74.1;-1.4
18638;21.6;71.3;-1.4
18640;21.4;78.1;-2
18642;21.7;73.8;-1.5
18644;21.3;72.1;-1.7
18646;21.4;75.6;-2.2
18648;21.4;71.9;-1.2
18650;21.1;74.2;-1.6
18652;21.1;69.3;-1.8
18654;21.3;70;-1.2
18656;21.1;76.9;-2.1
18658;21.4;72;-1.8
18660;21.3;76.5;-1.4
18662;21.1;73.9;-2.3
18664;21;66;-1.3
18666;21.5;78.7;-1.3
18668;21;69.5;-2.3
18670;21.2;69.3;-1.4
18672;21.4;82.1;-1.5
18674;21.2;65.9;-2.3
18676;21;73.3;-1.2
18678;21.4;78;-1.7
18680;21.2;65.2;-1.9
18682;21.4;79.2;-1.1
18684;21.4;71.9;-1.5
18686;21.3;66.5;-1.7
18688;21.1;80.7;-1.6
18690;21.4;72.8;-1.9
18692;21;71.6;-1.6
18694;21;77.4;-1.6
18696;21.6;67.7;-2
18698;21.2;72.6;-1.8
18700;21.2;74.1;-1.7
18702;21.6;67.4;-1.8
18704;21.6;79.2;-1.7
18706;21.1;71.2;-1.8
18708;21.2;71.3;-1.8
18710;21.1;75.9;-2.1
18712;21.1;69.2;-1.7
18714;21.4;75.9;-1.6
18716;21.4;73.7;-1.8
18718;21.3;70.8;-1.8
18720;21.1;77;-1.6
18722;21.3;72.5;-2.1
18724;21;73.3;-1.8
18726;21.1;75.2;-1.3
18728;21.3;69;-1.7
18730;21;74.6;-1.9
18732;21.3;70.6;-1.5
18734;21.1;70.6;-2
18736;21.4;77.8;-2.2
18738;21.3;68.9;-1.1
18740;21.2;73.5;-2.1
18742;21.4;76.8;-1.6
18744;21.4;69.9;-1.1
18746;21.4;79.5;-2.3
18748;21.4;71.4;-1.6
18750;21.5;71.6;-1.6
18752;21.2;79.6;-2
18754;21.5;70.9;-1.1
18756;21.6;77.3;-1.7
18758;21.4;78.2;-1.6
18760;21.3;66.7;-1.4
18762;21.5;79.3;-2
18764;21.3;70.2;-1.6
18766;21.5;67.9;-1.4
18768;21.3;79.9;-1.7
18770;20.9;67;-2.2
18772;21.3;70.9;-1.4
18774;21.6;78.6;-1.8
18776;21.4;68.3;-1.9
18778;21.1;75.2;-1.3
18780;21.3;74.6;-2.3
18782;21;64;-2
18784;21.4;79.9;-1
18786;21.1;72.7;-2
18788;21.6;72.4;-2.2
18790;21;75.4;-1.8
18792;21.5;70.4;-1.4
18794;21.2;72.3;-1.7
18796;21.5;73.4;-1.6
18798;21.4;70.5;-1.3
18800;21;76.8;-1.8
18802;21.4;72.9;-1.4
18804;21.3;74.4;-1.6
18806;21.2;75;-2.4
18808;21.2;70.2;-1.3
18810;21;75;-1.7
18812;21.5;71;-2.4
18814;21.3;70.9;-1
18816;21.6;79.8;-2.3
18818;21.3;69.6;-1.6
18820;21;76;-1.3
18822;21.4;74.6;-2.4
18824;21.6;66.1;-1.4
18826;21.3;76.9;-1.7
18828;21.5;70.1;-2.1
18830;21.2;68.9;-1.4
18832;21.2;80.9;-2.1
18834;21;68.3;-1.7
18836;21.7;75;-2
18838;21.2;77.4;-1.8
18840;21.4;65.9;-1.5
18842;20.9;77;-1.8
18844;21.1;70.1;-1.8
18846;21;65.4;-1.3
18848;21.6;81.8;-1.8
18850;21.6;70.7;-1.6
18852;21.2;71.2;-1.6
18854;21.6;79.5;-2.1
18856;21.2;65.1;-1.5
18858;21.5;75.6;-1.2
18860;21.4;74.8;-1.8
18862;21.4;69.5;-1.6
18864;21;77.8;-1.5
18866;21.2;70.6;-2.1
18868;21.3;70;-1.2
18870;21.3;77.1;-1.5
18872;21.4;69.5;-1.7
18874;21.1;72.3;-1.4
18876;21.1;73;-1.5
18878;21.2;67.6;-2.2
18880;21.6;77.3;-1.9
18882;21.2;72.4;-1.3
18884;21.1;71.2;-1.9
18886;21.3;74.5;-1.9
18888;21.6;70.9;-1.3
18890;21;73.5;-1.9
18892;21.1;69.9;-1.9
18894;21.2;70.3;-1.2
18896;21.3;78.4;-2.5
18898;21.4;69.2;-1.3
18900;21.6;76.2;-1.5
18902;21.2;74.1;-2.5
18904;21.6;67.4;-0.8
18906;21;77.3;-2
18908;21;67;-1.8
18910;21.1;66.6;-1.5
18912;21.2;81.4;-2.4
18914;21.1;68.3;-1.5
18916;21.3;76.6;-1.4
18918;21.6;80;-2
18920;21.7;66.9;-1
18922;21.3;80.3;-2.3
18924;21.4;73.8;-1.6
18926;21.6;67.9;-1
18928;21.3;79.7;-2
18930;20.9;68.7;-1.4
18932;21.2;70.2;-1.5
18934;21.6;79.7;-2.2
18936;21.6;68.7;-1.8
18938;21.2;74.1;-1.5
18940;21.2;72.8;-1.4
18942;21.6;66.1;-1.6
18944;21.1;76.9;-1.5
18946;21.2;74.1;-1.6
18948;21.6;73.8;-2.4
18950;21.3;78.1;-1.8
18952;21.4;70.1;-1.9
18954;21.3;73.5;-1.9
18956;21.2;70.8;-1.7
18958;21.5;69.7;-1.4
18960;21.6;75.8;-1.7
18962;21.1;68.9;-1.4
18964;21.2;71.1;-2
18966;21.1;72.9;-1.9
18968;21.4;69.9;-1.6
18970;21.2;75.3;-1.9
18972;21;69.3;-0.9
18974;21.1;67.3;-1.8
18976;21.4;79.6;-1.7
18978;21.8;72.3;-1.2
18980;21.3;74.1;-2.2
18982;21.3;73.9;-1.4
18984;21.4;66.5;-1.5
18986;21.5;76.8;-1.8
18988;21.6;70.8;-1.6
18990;21.1;68.1;-1.7
18992;21.1;80.1;-2
18994;21.1;65.1;-1.8
18996;21.6;73.9;-1.7
18998;21.6;77.1;-2
19000;21.5;67.5;-1.7
19002;21.6;79.9;-1.3
19004;21.1;70.5;-1.9
19006;21.2;65.6;-1.4
19008;21.6;82.6;-1.5
19010;21.3;69.5;-1.8
19012;21.1;71;-1.6
19014;21.1;77.8;-1.6
19016;21.1;63.5;-1.5
19018;21.5;75.6;-1.8
19020;21.3;74.1;-1.4
19022;21.3;66.7;-1.8
19024;21.4;78.6;-1.3
19026;21.5;72;-1.7
19028;21.1;68.9;-2
19030;21.1;76.2;-1.3
19032;21.3;70.4;-1.6
19034;21.3;73.6;-2.3
19036;21.3;72.3;-1.7
19038;21.6;70.8;-1.9
19040;21.5;77.7;-1.8
19042;21;71.8;-1.1
19044;21;72.5;-2
19046;21.5;75.5;-1.5
19048;21.5;69.8;-1.3
19050;21.4;75.6;-2.3
19052;21.2;68.3;-1.3
19054;21.2;69.6;-1.8
19056;21;76.6;-2.3
19058;21.6;69;-1
19060;21.6;74.8;-1.9
19062;21.5;75.3;-1.8
19064;21.1;65.8;-1.4
19066;21.4;78.8;-2
19068;21.5;69.4;-1.7
19070;21.4;68.4;-1.5
19072;21.6;79.8;-2.3
19074;21.6;70.7;-1.3
19076;21.5;73.8;-1.4
19078;21.6;78.1;-1.6
19080;21.5;65.4;-1.3
19082;21.1;74.5;-1.9
19084;21.1;70.3;-1.7
19086;21.3;67;-1.4
19088;21;79;-2.2
19090;21.1;68.4;-2
19092;21.6;71.7;-1.3
19094;21.3;78.5;-2.2
19096;21.4;67.7;-1.6
19098;21.6;76.1;-1.4
19100;21.6;75.1;-2.2
19102;21.3;66.1;-1.8
19104;21.2;76.9;-1.4
19106;21.6;72.9;-2
19108;21.1;71.2;-1.6
19110;21.2;76.3;-1.5
19112;21.1;67.3;-1.8
19114;21.1;73.3;-1.7
19116;21.3;73.8;-1.5
19118;21.1;68.7;-2.3
19120;21.2;76.1;-2.1
19122;21.5;73;-1.4
19124;21.4;72.4;-1.7
19126;21.3;74.9;-2
19128;21.6;71.9;-1.6
19130;21.3;75.1;-1.7
19132;21.5;69.8;-1.5
19134;21.1;70.4;-1.7
19136;21.2;75.8;-1.6
19138;21.3;71.1;-1.3
19140;21.2;74.9;-1.8
19142;21.1;73.3;-2.1
19144;21.6;68.9;-1.5
19146;21.4;77.9;-1.6
19148;21.3;69;-2.4
19150;21.2;68.6;-1.7
19152;20.9;79.1;-1.6
19154;21;64.6;-1.9
19156;21.7;74.4;-1.6
19158;21.2;76.4;-1.5
19160;21.7;65.5;-1.8
19162;21.6;78.9;-1.6
19164;21.6;72.2;-1.5
19166;21.3;64.1;-2
19168;21.2;81.4;-1.8
19170;21.7;72;-1.5
19172;21.1;71.1;-2.1
19174;21.1;77.9;-1.7
19176;21.4;67.4;-1.5
19178;21.7;74.3;-2.1
19180;21.7;75.7;-1.8
19182;21.2;65.9;-1.8
19184;21.4;76.6;-1.9
19186;21.3;70.6;-1.3
19188;21.6;71;-1.5
19190;21.4;75.7;-2.2
19192;21.2;67.9;-1.4
19194;21;72.8;-1.5
19196;21.7;73.5;-2.3
19198;21.1;68.8;-1.5
19200;21.7;78.7;-1.7
19202;21.1;71;-2.1
19204;21;73;-1.4
19206;21.3;74.2;-1.7
19208;21.3;68;-2
19210;21.7;75.9;-0.8
19212;21.4;69.8;-2.3
19214;21.2;70.4;-2.3
19216;21.2;77.1;-1
19218;21;67.7;-2.5
19220;21.1;73.4;-1.8
19222;21.5;73.9;-1.5
19224;21.6;69.2;-2.5
19226;21.5;79.1;-1.1
19228;21;68.8;-2.1
19230;21.1;68.2;-2
19232;20.9;79.3;-1.2
19234;21;68.1;-2.4
19236;21;74.4;-1.6
19238;21.5;77.8;-1.3
19240;21.3;63.9;-1.8
19242;21.1;76.9;-1.3
19244;21.1;69.8;-2.2
19246;21.4;67.2;-1.9
19248;21.5;81.8;-1.2
19250;21;66.7;-2
19252;20.9;68.9;-1.7
19254;21.5;79.7;-1.5
19256;21.3;66.7;-1.7
19258;21.6;76.8;-2
19260;21.6;76;-1.7
19262;21;64;-1.3
19264;21;76.6;-1.7
19266;21.3;73.8;-2
19268;21.5;71.3;-1.6
19270;21.2;75.6;-1.3
19272;21.6;69.3;-2.1
19274;21.2;71.3;-1.7
19276;21.4;72.7;-1.1
19278;21.4;69.4;-2
19280;21.2;75.6;-1.3
19282;21.5;72.6;-1.7
19284;21.5;74;-2.2
19286;21.4;76.2;-0.9
19288;21.6;71.2;-1.7
19290;21.4;75.8;-1.8
19292;21.2;68.6;-1.1
19294;20.9;68.9;-1.6
19296;21.2;77;-2.3
19298;21.6;70;-1.6
19300;21.6;76.9;-1.7
19302;21.2;72.9;-2
19304;21.1;63.9;-1.9
19306;21.1;75.9;-1.9
19308;21.4;71.2;-1.6
19310;21.6;68.1;-1.4
19312;21.1;79.4;-1.8
19314;21.2;68.1;-1.1
19316;21.4;73.3;-2
19318;21.5;79.1;-1.8
19320;21.4;67.6;-1.4
19322;21.1;77.2;-1.5
19324;21.1;71.4;-1.7
19326;21.5;65.9;-2.1
19328;21;79.4;-1.8
19330;21.2;69.6;-1.5
19332;21.4;72;-1.8
19334;21.2;76.9;-1.5
19336;21.3;65.4;-1.5
19338;21.3;74.5;-1.8
19340;21.4;73.3;-1.5
19342;21.5;69.1;-1.7
19344;21.7;80.1;-1.6
19346;21.5;72.2;-1.9
19348;21.2;70.4;-1.9
19350;21.1;75.8;-1.3
19352;21.2;68.1;-1.8
19354;21.5;74.6;-1.9
19356;20.9;71.8;-2
19358;21.7;69.2;-2.2
19360;21.2;75.9;-2
19362;21.4;74.7;-1.4
19364;21.7;74.2;-2.2
19366;21;73.3;-1.5
19368;21.5;70.7;-1.4
19370;21.4;73;-2.4
19372;21.4;70.7;-1.3
19374;21.4;72.6;-1.5
19376;21.6;77.9;-2.1
19378;21.4;67.7;-1.1
19380;21.2;74.6;-2.4
19382;21.1;73.1;-1.6
19384;21.3;67.6;-1.4
19386;21.4;78.1;-2.6
19388;21.1;68.6;-1.1
19390;21.5;69.1;-2
19392;21.7;82;-1.9
19394;21.2;67.6;-1.2
19396;21.4;74.8;-2.6
19398;21.6;79.1;-1.1
19400;21.4;64.5;-2.1
19402;21.2;78.4;-2
19404;21;71.8;-1.1
19406;21.2;66.2;-2.1
19408;21.6;82.3;-1.9
19410;21.3;69.2;-1.1
19412;21.6;70.9;-2.5
19414;21.2;78.8;-1.4
19416;21.6;67.8;-1.5
19418;21;74.5;-2.2
19420;21.2;74.7;-1.3
19422;21.6;67.9;-2.2
19424;21.3;77.2;-1.7
19426;21.4;74;-1.4
19428;21.7;74.2;-2.3
19430;21.5;77.2;-1.5
19432;21.3;68.1;-1.6
19434;21;72.7;-2.2
19436;21.4;74.4;-1
19438;21.4;69.2;-2
19440;21.5;77.1;-2
19442;21.4;70.2;-1.8
19444;21.1;71.2;-2.1
19446;21.3;74;-1.5
19448;21.4;68.9;-1.9
19450;21.4;76.2;-2.1
19452;21.5;71.6;-1.5
19454;21.7;70.3;-2
19456;21.2;76.6;-1.9
19458;21.7;72.4;-1.4
19460;21;73.6;-1.7
19462;21;73.8;-1.7
19464;21.5;68.4;-2
19466;21.3;75.6;-1.9
19468;21.7;70.4;-1.7
19470;21.3;68.8;-1.6
19472;21;78.7;-1.9
19474;21.5;67.4;-1.4
19476;20.9;72;-1.7
19478;20.9;75.7;-1.6
19480;21.2;64;-1.1
19482;21.4;79.5;-1.9
19484;21.6;72.2;-1.8
19486;21.3;66.9;-1.4
19488;21.1;81.1;-2.1
19490;21.3;71.4;-1.6
19492;21.4;71.1;-1.7
19494;20.9;77.6;-2
19496;21.7;66.5;-1.8
19498;21.5;75.4;-1.9
19500;21.3;73.7;-1.9
19502;21.4;65.8;-1.6
19504;21;76.6;-1.2
19506;21;70.5;-1.6
19508;21.6;70.9;-2
19510;21.3;77.3;-1.6
19512;21;70;-2
19514;21;73;-1.9
19516;21.1;73.2;-1.4
19518;21.5;71.5;-1.4
19520;21.1;75.3;-1.6
19522;21.3;72.5;-1.6
19524;21.6;75.1;-1.8
19526;21.4;74.5;-1.8
19528;21.6;70.4;-1.8
19530;21.6;76.3;-2.1
19532;21.3;69.6;-1.2
19534;21.4;69.7;-1.7
19536;21.6;77.9;-1.8
19538;21.4;68.9;-1.3
19540;21.3;74;-2
19542;21.7;75.1;-2.2
19544;21.2;67;-1.1
19546;21.6;79.8;-2.3
19548;21.6;71.2;-1.7
19550;21.1;66.1;-1.5
19552;21.3;79.2;-2.1
19554;21.5;69.8;-1.9
19556;21;72.2;-1.6
19558;21.2;76.2;-1.6
19560;21.6;65.8;-1.4
19562;21;74.5;-1.7
19564;21.6;71;-1.7
19566;21.2;65.5;-1.5
19568;21.1;78.8;-1.6
19570;21.1;67.8;-1.8
19572;21.3;69.8;-1.4
19574;21.3;77.2;-1.8
19576;21.7;68.4;-1.8
19578;21.6;76.5;-1.2
19580;21.2;72.8;-1.7
19582;21.1;65.7;-2
19584;21.2;77.4;-1.6
19586;21.1;71;-1.7
19588;21.4;71.1;-1.7
19590;21.3;76.9;-1.7
19592;21.2;66.8;-1.5
19594;20.9;72.8;-1.5
19596;21.1;72.6;-1.9
19598;21.4;68.9;-1.6
19600;21.7;76.9;-1.5
19602;21.5;73.7;-2.2
19604;21.1;71.2;-1.7
19606;21.7;76.5;-1.6
19608;21.6;71.8;-2.1
19610;21;73.8;-1.4
19612;21.2;68.8;-1.3
19614;21.3;70.4;-2.3
19616;21.1;75.8;-1.5
19618;21.6;71.1;-1.4
19620;21.7;77.6;-2.6
19622;21.1;73.4;-0.7
19624;21.6;66.4;-2.2
19626;21.4;78;-1.9
19628;21.5;70.9;-1.2
19630;21.3;71.3;-2
19632;21.2;79.9;-1.1
19634;21.4;67.2;-1.7
19636;21.5;73.1;-2.3
19638;21.1;76.2;-1.2
19640;21.3;65.2;-2.2
19642;21.4;77.5;-1.7
19644;21;69.7;-1.6
19646;21.6;65.6;-1.7
19648;21.3;80.1;-1.3
19650;21.3;69.5;-1.7
19652;21.3;70.5;-1.9
19654;21;76.5;-1.7
19656;21.2;65.1;-1.3
19658;21;72.1;-2
19660;21.3;74.7;-1.7
19662;21.6;68.6;-1.9
19664;21.2;77.2;-2
19666;21.6;71.5;-1.7
19668;21.5;70.7;-2.1
19670;21.6;78.1;-1.6
19672;21.5;69.3;-1.4
19674;21.7;74.6;-2.2
19676;21.5;72;-1.4
19678;21.5;69.8;-1.6
19680;21.6;77.7;-2.5
19682;21.1;70.9;-1
19684;21.3;75.4;-1.7
19686;21.2;73.7;-2.2
19688;21.6;70.6;-1.2
19690;21.4;75.1;-1.6
19692;21;70.2;-2.3
19694;21.3;69.7;-1.1
19696;21.5;77.6;-2
19698;21.6;70;-2.3
19700;21.4;72.3;-1.1
19702;21.1;73.3;-1.8
19704;21.3;66.6;-2
19706;21.2;77.7;-1.1
19708;21.7;71.5;-1.9
19710;21.7;70.5;-1.7
19712;21.2;78.6;-1.3
19714;20.9;68;-2
19716;21.1;75.4;-1.7
19718;21;77.4;-1.2
19720;21.3;64.6;-1.9
19722;21.2;77.8;-1.8
19724;21.1;70;-1.4
19726;21.3;66.5;-1.6
19728;21.4;81.9;-2
19730;21.3;67;-1.3
19732;21.3;71;-1.2
19734;21.1;78.5;-2
19736;21.5;68.3;-1.5
19738;21.3;75.5;-1.7
19740;20.9;72.9;-2.3
19742;21;63.3;-1.7
19744;21.5;78.7;-1.8
19746;21.2;74.4;-1.5
19748;21.2;70.1;-1.8
19750;21.5;79.2;-2
19752;21.4;66.8;-1.5
19754;21.2;70.6;-1.5
19756;21.3;71.7;-2
19758;21.4;69.6;-1.5
19760;21.5;77;-1.7
19762;21.6;71.3;-1.9
19764;21.2;72;-1.8
19766;21.4;74.7;-1.3
19768;21.7;71.2;-1.7
19770;21.1;74.3;-1.6
19772;21.1;68.1;-1.6
19774;21.3;70.6;-2.1
19776;21.7;79.4;-1.5
19778;21.1;67.8;-1.7
19780;21.4;75.2;-1.7
19782;21.4;74.7;-1.2
19784;21.7;67;-1.7
19786;21.1;75.5;-1.8
19788;21.4;70.2;-1.5
19790;21.5;69.3;-2.3
19792;21.1;79.7;-1.6
19794;21.4;67.3;-1.6
19796;21.4;72.7;-2.3
19798;21.7;76.8;-1.6
