t;x;y;q
78538;24.8;-33.4;2.1
78540;24.4;-33.1;0.9
78542;24.8;-33.8;2.6
78544;24.4;-33.7;1.8
78546;24.6;-34.5;0.7
78548;24.6;-34.4;2.6
78550;24;-33.8;1
78552;24.4;-34.1;1.8
78554;24;-33.6;1.8
78556;24.2;-33.6;0.8
78558;24;-33.7;2.4
78560;24.1;-33.1;1.7
78562;23.9;-33.4;1.1
78564;24.1;-33.2;2.2
78566;24.4;-33.7;1.6
78568;24.2;-34;1.2
78570;23.9;-34.2;2.3
78572;23.5;-33.5;1
78574;24.1;-34.5;1.2
78576;23.6;-33.9;2.3
78578;23.6;-33.6;1.3
78580;24.2;-34.5;1.4
78582;24;-34.4;1.8
78584;24;-33.4;1.3
78586;23.7;-33.2;2.1
78588;23.9;-33.5;1.2
78590;23.7;-33.2;1.4
78592;23.7;-33.2;1.9
78594;23.7;-33;1.3
78596;23.7;-33.9;1.6
78598;23.7;-34.3;1.8
78600;23.9;-34.7;1.6
78602;23.6;-33.8;1.5
78604;23.6;-34;2
78606;23.7;-33.4;1.7
78608;23.7;-32.7;1.4
78610;23.9;-33.6;1.9
78612;23.7;-32.9;1.7
78614;23.6;-32.8;1.3
78616;23.8;-34.1;2.4
78618;24.1;-34;1.9
78620;24.2;-34.5;1.8
78622;23.8;-34.2;2.3
78624;23.7;-34.1;2.1
78626;24.3;-34.7;2.5
78628;23.7;-33.5;2.4
78630;23.8;-33.6;2.3
78632;24;-33.3;2.5
78634;24.1;-32.8;2.5
78636;24.1;-32.9;2.4
78638;24;-32.9;2.8
78640;24.4;-33.6;2.5
78642;24.5;-34;2.8
78644;24;-33.7;2.7
78646;24.5;-34.4;2.7
78648;24;-34.2;2.8
78650;24.2;-33.8;2.8
78652;24.3;-33.8;2.8
78654;24.3;-33.4;3.1
78656;24.5;-33.8;3
78658;24.3;-33.1;2.8
78660;24;-32.9;2.8
78662;24.2;-32.9;2.9
78664;24.8;-33.6;2.3
78666;24.5;-33.7;3
78668;24.1;-34;2.8
78670;24.7;-34.6;2.4
78672;24.3;-33.8;2.8
78674;24.7;-33.9;2.7
78676;24.4;-34;2.9
78678;24.7;-34.1;2.8
78680;24.3;-32.9;2.5
78682;24.3;-32.7;3.2
78684;24.2;-32.5;2.8
78686;24.6;-33.4;2.8
78688;24.7;-33.3;2.8
78690;24.5;-33.5;2.7
78692;24.7;-34.2;2.3
78694;24.6;-33.8;2.6
78696;24.7;-34.3;2.4
78698;24.9;-34.2;2.8
78700;24.7;-33.9;2.5
78702;24.6;-33;2.4
78704;24.3;-32.4;2.8
78706;24.8;-33.1;2.2
78708;24.3;-32.8;2.6
78710;24;-32.4;2.1
78712;23.4;-32.3;2.8
78714;23.3;-32.2;2.6
78716;23.5;-33.3;2.8
78718;23.2;-33.3;2.4
78720;23;-33.2;2.5
78722;22.4;-32.8;2.5
78724;22.1;-31.9;2
78726;22.6;-32.4;2.4
78728;22.4;-31.4;2.3
78730;22.7;-31.3;2.3
78732;22.5;-30.7;2.4
78734;22.9;-31;2
78736;23.2;-31;2.4
78738;23.4;-31;1.9
78740;23.3;-30.4;2.3
78742;23.5;-30.7;2.2
78744;23.9;-30.7;2.1
78746;24;-30.6;2.1
78748;24;-30;1.8
78750;23.6;-29.3;2.1
78752;23.8;-28.9;1.7
78754;23.8;-28.6;2.2
78756;24.7;-29.1;1.8
78758;24.5;-28.2;2
78760;24.7;-28.4;2.1
78762;24.6;-27.6;1.7
78764;25.3;-28.2;1.9
78766;25;-27.2;1.7
78768;25.9;-28;2
78770;26.1;-27.3;1.7
78772;26.3;-27.8;1.7
78774;26.3;-27.5;1.3
78776;26.6;-27.4;1.4
78778;26.7;-27.2;1
78780;26.9;-27.4;1.2
78782;27.2;-27.2;1.7
78784;27.7;-27.3;1
78786;27.2;-26.3;1.4
78788;28.1;-27.3;0.8
78790;27.6;-26.7;1.5
78792;28.5;-26.6;0.7
78794;27.8;-26.3;1
78796;28.1;-26.6;0.6
78798;28.6;-26.9;0.9
78800;27.9;-25.8;0.8
78802;27.8;-26.1;0.7
78804;27.4;-25.9;1.2
78806;27.8;-26.4;0.6
78808;27.5;-26.3;0.5
78810;26.2;-25.8;0.7
78812;25.7;-26;0.6
78814;24.5;-25.6;0.2
78816;24.8;-26.2;0.4
78818;24.1;-26;0.4
78820;23.8;-25.7;0.7
78822;22.8;-25.2;0
78824;23;-25.1;0.6
78826;23.9;-25.9;0
78828;23.9;-25.5;0.8
78830;24.2;-25.5;0.1
78832;24.2;-24.9;0.4
78834;24.1;-25;0.4
78836;25.5;-25.2;0.1
78838;25.6;-25;0.3
78840;26.1;-25;0.3
78842;26.2;-24.5;0
78844;26.7;-24.1;0.2
78846;27.5;-24.8;0
78848;28.2;-24.5;0.1
78850;28.5;-24.5;0.2
78852;29.3;-24.7;0
78854;29.6;-24.2;0.5
78856;29.7;-24.1;0
78858;30.4;-24.5;0.7
78860;29.7;-23.7;-0.2
78862;30.4;-24;0.1
78864;29.2;-23.8;0.2
78866;29.1;-24;0
78868;27.6;-23.7;0.4
78870;27.3;-23.9;0
78872;25.5;-23.4;0.5
78874;24.4;-23.4;0.1
78876;25;-23.4;0.5
78878;24.8;-23.3;0.4
78880;24.8;-22.8;0.8
78882;25.7;-23;0.4
78884;26.5;-22.6;1.1
78886;27.6;-23;0.4
78888;28.7;-22.6;0.9
78890;30.1;-22.9;0.6
78892;29.9;-21.9;1.3
78894;30.2;-21.9;0.9
78896;32;-22.5;1.3
78898;32.3;-22.3;1.6
78900;32.3;-21.9;1.3
78902;31.4;-21.5;1.8
78904;30.8;-21.3;1.4
78906;29.9;-21.2;1.8
78908;28.6;-21.4;1.5
78910;26.9;-20.8;2.3
78912;25.8;-20.7;1.5
78914;25.8;-20.8;2.2
78916;26.1;-20.7;2.4
78918;27.2;-20.5;3
78920;27.3;-19.9;2.5
78922;28.5;-20.2;3.1
78924;29.5;-20.1;3.1
78926;31.1;-20.2;3.5
78928;31.9;-20.4;2.6
78930;31.8;-19.8;3.7
78932;31.6;-19.5;3.2
78934;31;-19;3.7
78936;30.9;-19.6;3.6
78938;28.8;-18.8;3.9
78940;27.6;-18.9;4
78942;26.4;-19.2;4.2
78944;26.2;-19.2;4.3
78946;26;-18.7;4.8
78948;27;-18.8;4.3
78950;28.3;-18.7;4.8
78952;29.1;-18;4.9
78954;30.6;-18;4.8
78956;32.1;-18.2;5.6
78958;33.2;-18;4.7
78960;32.4;-17.5;5.4
78962;32;-17.8;5.2
78964;30.7;-17.7;5.1
78966;29.8;-17.6;5.4
78968;28.4;-17;5.3
78970;28;-17.3;5.5
78972;29.1;-17.2;4.9
78974;29.3;-17;5.6
78976;31.3;-17.2;5.2
78978;33.3;-17.1;5.2
78980;33.4;-16.3;5.1
78982;34.5;-16.1;5.7
78984;34.5;-16.1;4.1
78986;33.6;-15.9;5.3
78988;31.2;-15.7;4.4
78990;29.5;-15.4;4.8
78992;29.1;-15.1;4.7
78994;28.5;-15.1;3.3
78996;30.5;-14.7;4
78998;32.1;-14.8;3.1
79000;34;-14.7;3.7
79002;35.8;-14.4;3
79004;35.1;-13.9;2.5
79006;35.3;-13.9;3.2
79008;33.7;-14.2;1.6
79010;30.5;-13.3;2.3
79012;28.6;-13.3;2.1
79014;27.8;-12.8;0.9
79016;29.8;-12.8;1.8
79018;31.9;-12;-0.1
79020;33.8;-11.5;1.7
79022;34.3;-11;-0.1
79024;35.5;-10.7;0.7
79026;35;-10.1;-0.1
79028;32.8;-9.7;0.5
79030;29.5;-9.7;0
79032;28.9;-8.8;0
79034;29.2;-8.3;0.3
79036;31.2;-8.5;-0.3
79038;34.4;-7.4;0.5
79040;35.2;-7.3;-1
79042;35.6;-7.1;0.9
79044;34.9;-6.4;-0.6
79046;32.6;-6;0.9
79048;31.7;-6.7;-0.6
79050;31.7;-5.6;1.6
79052;32.5;-5.6;-0.8
79054;33.8;-6.2;1.6
79056;36;-5.6;-0.5
79058;37.1;-6.7;2.6
79060;35.5;-6.2;0.4
79062;34;-6.8;3.1
79064;31.4;-7.6;0.5
79066;31.5;-7.3;3.5
79068;32.5;-8.6;1.2
79070;34.4;-8.1;3.6
79072;35.5;-9.1;1.9
79074;35.7;-8.3;3
79076;35.8;-8.5;4.5
79078;32.9;-7.7;2.8
79080;32.4;-7.8;4.9
79082;32.6;-6.7;2.6
79084;34.1;-6.1;5.9
79086;35.9;-4.9;2.8
79088;36.2;-4.3;5.4
79090;35.7;-2.8;4.3
79092;34.4;-2.4;4.3
79094;33.9;-0.2;5.7
79096;33.7;-0.3;3.7
79098;34.7;1.3;6.3
79100;35.4;2.1;3.2
79102;35.8;1.7;4.7
79104;35.9;2.7;5.1
79106;34.3;2.8;3.3
79108;33.2;3.3;4.8
79110;33;2.9;3.1
79112;34.4;2.3;2.6
79114;35.3;2.4;3.6
79116;37.5;1;1.4
79118;36.6;0.4;1.4
79120;34.6;0.5;2.8
79122;33.4;0.3;0
79124;33.8;0.3;1.6
79126;35.1;1.1;-0.1
79128;38.4;2.1;0.4
79130;37.4;2.5;0.5
79132;36.2;3.2;-0.2
79134;33.8;2.7;-0.4
79136;34;5.2;1.2
79138;36.3;9.1;-1
79140;37.2;6.3;0.4
79142;37.6;6.5;0.6
79144;35.6;8.3;0
79146;33.4;8.3;-0.1
79148;32.5;7.5;2.3
79150;34;8.9;0
79152;35;6.4;1.8
79154;37.2;6.1;1.9
79156;36.8;6;2.2
79158;34.7;5.8;1.6
79160;33.5;7.5;4.7
79162;34.1;7.6;1.9
79164;35.7;10.4;4
79166;38.8;10.4;3.9
79168;39.2;12.9;4.9
79170;37.7;13.4;3
79172;34.6;14.7;5.1
79174;35;15.3;4.7
79176;37.4;16.3;5.3
79178;37.9;14.2;4.2
79180;38.2;14.8;5.6
79182;36.7;11.1;5.7
79184;32.8;12;3.4
79186;33.6;10.7;5.7
79188;36.3;13;4.7
79190;38.9;13.8;4.9
79192;39.3;15.6;2.4
79194;37.3;17.9;4.5
79196;34.7;19.1;2.6
79198;34.8;20.2;3.2
79200;36.8;20.5;0.5
79202;38.3;20.8;1.7
79204;38.2;19.8;2.3
79206;36.5;17.9;-0.7
79208;33.5;18.4;0.9
79210;34.3;16.2;-0.2
79212;35.9;17.5;1.1
79214;38.4;18.5;-0.1
79216;38.5;20.5;-1
79218;36.1;23;0.4
79220;33.6;22.8;1.2
79222;34.8;24;0.2
79224;37.6;24.1;0.2
79226;39.6;22;0.6
79228;39.3;20.5;1.5
79230;36;18.7;3.1
79232;35;19.7;1.3
79234;35.5;19.5;2.2
79236;37.7;21.7;3.2
79238;39;24;3.7
79240;36.9;25.8;4
79242;35.5;27.5;2.9
79244;34.9;28.5;4.7
79246;37.4;25.8;5.7
79248;38;24.2;5
79250;38.2;22.9;6
79252;35.4;23;3.7
79254;34.3;26;5.3
79256;34.9;29.1;5.6
79258;35.5;31.1;5.3
79260;37.2;33.4;5.2
79262;35.7;34.9;2.9
79264;34.9;34.8;4.2
79266;35;32.9;3.2
79268;35.2;29.8;3.3
79270;38;32.9;3.3
79272;39.4;35.6;1.3
79274;36.4;37.5;0.4
79276;36.3;39.4;0.2
79278;36.5;42.8;0.9
79280;37.1;41.9;0.6
79282;38.5;39.2;0.1
79284;36.1;37.8;-0.3
79286;35.9;37.7;-1.5
79288;33.9;37.9;0.1
79290;35.6;41.8;-0.4
79292;36.6;45.5;0.7
79294;37;45.6;0.5
79296;35.2;46;-0.5
79298;35;43.8;0.8
79300;35.7;41.7;0.6
79302;37.6;42.7;2.1
79304;37.3;41.9;2.8
79306;37.4;45.7;1.5
79308;35.1;48.3;3.3
79310;35.1;50.4;1.6
79312;36;47.2;3.3
79314;38.7;44.4;4.5
79316;39.2;44.9;4
79318;37.7;47.2;5.2
79320;36.6;48.3;4.1
79322;35.5;49.3;4.3
79324;38;52.5;4
79326;38.9;51.1;4.7
79328;37.7;47;4.4
79330;36;46;4.9
79332;33.8;47.1;4.3
79334;35.3;50.7;2.5
79336;37.8;52.2;3.6
79338;39.7;54.6;0.5
79340;36.9;50.2;2
79342;35.8;49.9;0.5
79344;35.6;48.7;1.5
79346;36.7;51;0.1
79348;39.1;54;1.3
79350;39.1;55;-0.5
79352;36.3;54.6;-0.5
79354;34.4;51.8;0
79356;34;53;-0.7
79358;36.9;52.3;0
79360;38.2;53.4;1.2
79362;37.7;55.9;0.4
79364;35.5;55.1;2.2
79366;34.5;51;0.9
79368;35.8;51.2;1.7
79370;36.6;53.1;0.9
79372;38.6;52.3;2.9
79374;38.8;56.3;3.4
79376;36.9;57.4;4.4
79378;35.6;53.3;5.3
79380;36.3;50.2;3.8
79382;38;53;5.2
79384;40.8;57.7;3.9
79386;38.5;58.2;4.7
79388;36.3;59.2;4.4
79390;33.5;54.3;5.9
79392;33.9;51.3;4.1
79394;35.6;55.2;5.5
79396;38.1;59.7;4.9
79398;36.5;59;3.2
79400;35.2;58.4;4.7
79402;34.4;55.1;1.4
79404;34.3;54;2.5
79406;37.1;59.4;-0.3
79408;36.9;59.9;1.5
79410;35.8;59.7;0.1
79412;34.1;53.8;0.8
79414;35;54.6;0.7
79416;36.3;56.4;0.4
79418;37.4;58.7;0.8
79420;38.5;62.1;0.1
79422;37.1;59.9;0
79424;34.4;54.2;-0.1
79426;34;57.3;1.7
79428;34.9;61.4;0.5
79430;35.9;62.2;2.4
79432;37;60.9;2.9
79434;37.7;57.2;3.1
79436;35.5;53.5;4.3
79438;33.9;59.4;3.1
79440;34.4;62.9;3.7
79442;35.7;62.2;3.7
79444;36.6;57.2;4.4
79446;36.6;54.3;5.3
79448;35.7;58;5.1
79450;34.4;64.3;6.6
79452;34.3;65.5;5.1
79454;33.9;58;6.3
79456;36;56;4
79458;35.7;56.7;5.1
79460;34;61;2.8
79462;33.1;66.5;4.5
79464;32.4;58.6;1.5
79466;33.2;56.4;3.1
79468;35.6;60.4;1.3
79470;37.3;62.8;1.7
79472;36.4;64.4;1.5
79474;34.4;60.1;0.9
79476;33.6;55.4;0.7
79478;33.2;59.6;-1.4
79480;34.2;63.4;0.2
79482;35.9;64;-1.4
79484;37;63.1;0
79486;35.8;58.8;0
79488;33.2;60.4;0
79490;33.4;66.2;1.7
79492;34.2;65.3;1
79494;35.3;62.8;1.8
79496;36.1;59.1;0.4
79498;36;60.6;2.3
79500;35.4;66.2;1.6
79502;32.1;61.2;2.9
79504;32;59.9;4
79506;31.8;61;4
79508;32.9;61.3;5.7
79510;34.6;65.9;3.5
79512;37.1;61.1;5.6
79514;35.9;58.1;2.6
79516;34.2;64.2;5.5
79518;32.7;65.1;3.8
79520;31.5;65.3;5.1
79522;32.8;60.8;4.9
79524;34.7;61.3;3.9
79526;36.9;66.8;5
79528;36.7;65.5;3
79530;35.5;62.3;2.8
79532;34.1;58.8;0.7
79534;33.1;61.4;2.1
79536;32.1;65.8;-0.8
79538;34;67.3;1.2
79540;36.6;62.5;0.2
79542;37.7;63.1;0.3
79544;37.1;66.2;0.9
79546;34.1;67.1;-0.5
79548;32.9;64.7;0.4
79550;30;56.7;-0.6
79552;30.3;61.7;0.2
79554;33;66.1;1.2
79556;34.7;65.6;1.2
79558;37.2;61.2;3.2
79560;36.4;57.2;0.4
79562;36.1;65.9;3.2
79564;32.6;67.9;1.1
79566;31;65;3.4
79568;30.2;58.5;3.8
79570;30.7;60.6;4.4
79572;32.4;67.9;4.9
79574;34.3;67.4;4.4
79576;37;62.3;4.9
79578;36.4;59.1;3.9
79580;35;65.8;5.6
79582;32.4;72.1;5.1
79584;30.3;66;5.7
79586;29.6;58;5.3
79588;30.2;61.8;4.2
79590;31.6;65;4.5
79592;33.3;69.9;2.3
79594;35.5;63.8;2.9
79596;35;58.6;3
79598;34.4;66.9;2.1
79600;31.5;69.3;2.7
79602;29.4;69.6;0.2
79604;28.3;57.4;0.7
79606;28.9;60.4;-0.4
79608;30.4;67.4;0.9
79610;31.8;67.2;0
79612;33.3;61.9;0.9
79614;34.5;58.3;0
79616;35;62.6;-0.2
79618;34.6;68.5;0.8
79620;32.2;65.3;0.6
79622;30.1;61.7;2.3
79624;28.9;62;1.8
79626;29;67.2;1.2
79628;28.9;67.6;2.2
79630;30.3;61.9;2.9
79632;32.7;63;3.3
79634;33.4;64.4;4.7
79636;34.5;67.4;2.5
79638;34.7;64.4;4.5
79640;34;60.4;4
79642;31.5;62.9;5.4
79644;30.8;67.3;5.7
79646;29.4;68.4;4.4
79648;28.3;64;5.5
79650;28.6;62.6;4.5
79652;29.3;66.4;5.9
79654;31.2;67.9;5.5
79656;31.8;63.2;3.8
79658;33;62.5;4.7
79660;33.2;63.3;3.6
79662;32;66.1;4.2
79664;31.5;65.3;3.6
79666;30.1;59;0.9
79668;29.4;63.4;2.1
79670;27.3;64.8;0.3
79672;27.2;68.7;1.8
79674;27.1;66;0.8
79676;26.9;59.1;-1.1
79678;27.7;65;0.1
79680;28.6;67.2;0.1
79682;29.5;66.3;0.4
79684;29.9;61.9;-0.7
79686;30.6;59.6;-0.8
79688;31.7;67.3;0.2
79690;30.7;67.7;0.4
79692;30.8;64.6;-0.4
79694;28.9;59.1;0
79696;28.8;59.6;1.8
79698;27;65.3;0.2
79700;26;69.3;1.4
79702;25.8;62.7;1.2
79704;26.1;60.4;2.6
79706;27.3;63.3;2.9
79708;27.9;68.7;1.7
79710;28.8;71.1;3.6
79712;29.1;60.1;4.2
79714;29.8;57.3;2.9
79716;30.9;63.6;3
79718;30.4;65.6;5.2
79720;30.9;67.6;3.6
79722;30.8;59.8;4.7
79724;30.3;57.5;3.5
79726;29.8;64.5;5.4
79728;29.2;67.7;4.3
79730;27.5;68.6;3.6
79732;26.6;61.7;4.9
79734;26.2;57.5;4.2
79736;25.9;62.4;3.2
79738;26.1;66.6;2.7
79740;26.2;67;4.7
79742;26.7;62.3;0.7
79744;27.2;59.3;2.6
79746;27.3;62.1;1.8
79748;27.9;67.1;1.5
79750;28.5;66.7;-0.3
79752;27.9;58.6;2.2
79754;28.7;57.5;-1.2
79756;29.2;58.8;0.6
79758;29.5;63.7;0.2
79760;29.1;66.6;-0.2
79762;29;61.8;-1.4
79764;29.1;58.2;1.7
79766;28.3;62.6;-1.8
79768;27.2;63.1;0.1
79770;26.3;64.1;0.6
79772;25.3;63.8;-0.3
79774;25;58.6;0
79776;24.6;60;1.7
79778;24.1;62.1;-0.4
79780;24.6;64.5;2
79782;23.9;62.9;1
79784;24.1;60.2;0.8
79786;24;57.8;3
79788;24.7;61.3;1.7
79790;24.6;65.2;2.7
79792;24.6;62.8;3.2
79794;25.1;60.5;2.8
79796;25.3;60.8;4.5
79798;25.6;59.5;2.8
79800;26.3;60.2;3.8
79802;27;64.6;5.4
79804;27.3;63.1;3.2
79806;27;56.9;5.9
79808;27.5;59.8;4
79810;27.4;60.5;5.6
79812;27.6;59.7;4.9
79814;27.9;62.1;4.1
79816;28.5;63;6.5
79818;27.9;55.6;2.9
79820;28.4;56.5;6.7
79822;27.6;58.3;3.6
79824;27.4;60.8;5.5
79826;27;62.8;4.1
79828;26.5;61.6;3.3
79830;26.4;59.1;5.1
79832;25;55.9;1.1
79834;24.7;59;5.4
79836;24.3;63.4;0.1
79838;23.5;62.1;4.7
79840;23.5;62.1;-0.5
79842;23.2;57.4;3.2
79844;22.6;56.3;-0.5
79846;23;57.4;2.1
79848;22.8;59.5;-0.7
79850;23.4;62.7;0.7
79852;23.2;63.7;0.9
79854;22.6;58.7;-0.2
79856;22.6;54.6;0.3
79858;22.6;53.5;-0.6
79860;22.8;56;0.5
79862;22.8;57.1;-0.1
79864;23.3;62.3;0
79866;23.2;62;-0.2
79868;23.8;60.9;0.4
79870;23.5;55.1;0.8
79872;23.2;52.1;-0.2
79874;23.3;54.3;1.2
79876;23.7;57.3;-0.6
79878;24.2;59.5;1.6
79880;23.9;59.6;0.2
79882;23.7;59.4;1.1
79884;23.8;57;0.7
79886;24.4;52.6;1.7
79888;24.7;52.6;1.8
79890;24.2;54.1;1.6
79892;24.6;56.2;2.5
79894;24.5;57.5;1.5
79896;24.8;58.8;3
79898;25.1;58.9;2.8
79900;25.4;55.9;3
79902;25.5;54.5;3.8
79904;25;49.1;2.9
79906;25.5;50.4;4
79908;25.6;54.1;3.7
79910;25.3;54.2;3.5
79912;25.4;57.8;4.4
79914;25.7;59.2;4
79916;26.1;58.2;4.5
79918;26.3;56.7;4.6
79920;25.5;52.6;4.2
79922;26.1;53.9;4.9
79924;25.7;51.8;4.5
79926;25.9;52.4;4.5
79928;25.7;54.2;5.5
79930;26.3;57.5;5.1
79932;25.6;57.4;4.9
79934;25.8;59.9;5.1
79936;26;56.8;4.7
79938;26.4;53.1;4.9
79940;25.9;51;5.3
79942;25.8;49.7;4.5
79944;25.9;50.8;5.1
79946;26.2;52;5
79948;26;50.3;4.8
79950;26.5;53.6;4.8
79952;26.3;55.8;4.9
79954;26.2;55.2;5.4
79956;25.7;56.4;4.1
79958;25.9;55.2;5.1
79960;25.4;50.7;3.6
79962;25.9;50.4;4.8
79964;25.7;47.7;3.7
79966;25.8;49.1;4.1
79968;26;49;3.8
79970;25.5;50.9;3.4
79972;25.5;50;3.2
79974;25.6;51;3.1
79976;25.7;53.4;2.9
79978;25.7;52.5;2.8
79980;25;53.2;2.4
79982;25.1;53.5;2.8
79984;25.4;54.1;2.3
79986;24.9;49.7;2
79988;25.2;48.5;1.9
79990;24.6;47.7;1.8
79992;25;47;1.4
79994;24.6;47.5;1.9
79996;24.7;47.2;0.8
79998;24.5;48.6;1.7
80000;24.5;50;0.6
80002;25;49.1;1
80004;24.9;50.9;0.6
80006;24.4;51.1;0.8
80008;24.5;51;0.4
80010;24.1;49.7;0.3
80012;24.3;49.9;0.6
80014;24.4;49.5;0.1
80016;24.5;50;0.4
80018;24.6;48.8;0.2
80020;24.6;45.8;0.3
80022;24.4;45.6;0
80024;24.2;45;-0.1
80026;24.4;46.6;0.6
80028;24.2;46.7;-1
80030;23.8;46.6;0.1
80032;23.9;46.5;-0.4
80034;24;46.9;0
80036;24.3;48.7;-0.4
80038;23.7;48.8;-0.1
80040;23.9;48.2;-0.5
80042;23.9;49.4;-0.4
80044;24.3;49.5;-0.7
80046;23.6;47.8;-0.2
80048;24.2;47.5;0
80050;24;47.4;-0.3
80052;23.7;45.4;-0.1
80054;23.5;44.8;-0.4
80056;24.1;45.5;-0.1
80058;23.9;43.8;-0.5
80060;24;46.1;0
80062;23.6;44.5;-0.6
80064;23.8;44.3;0
80066;23.6;44.5;-0.3
80068;23.8;44.6;-0.1
80070;23.5;44.2;-0.2
80072;23.3;43.4;-0.4
80074;23.6;44.5;-0.2
80076;23.6;44.4;0
80078;23.4;43.2;-0.5
80080;23.3;44;-0.1
80082;23.2;45.1;0
80084;23.5;45.6;-0.3
80086;23.5;46.7;0
80088;23.6;46.7;-0.1
80090;23.5;48.3;0
80092;23.1;47.1;0.2
80094;22.9;47.3;0
80096;23.6;48;0.4
80098;23.5;47.8;-0.1
80100;23.7;46.5;0.1
80102;23.1;45.9;0
80104;22.9;43.6;0.1
80106;23.1;44.9;0.2
80108;23.1;44.2;0.2
80110;23.1;43.6;0.6
80112;23.1;43.8;0.1
80114;22.9;43.2;0.6
80116;23.3;43;0.4
80118;23.4;44;0.6
80120;23;42.2;0.6
80122;22.9;42.9;0.1
80124;23.1;42.7;0.8
80126;23.4;42.8;0.2
80128;23.3;43.3;0.7
80130;23.3;42.8;0.7
80132;22.9;43.1;0.4
80134;22.9;42;0.6
80136;23.2;43;0.4
80138;22.9;42.4;0.6
80140;22.8;41.2;0.5
80142;22.9;41.9;0.6
80144;22.9;41.7;0.4
80146;23.1;42.5;1
80148;22.8;41.4;0.5
80150;23.2;42.9;1.3
80152;22.9;41.6;0.3
80154;23.4;42;0.9
80156;23.2;42;1
80158;23.1;42.5;1
80160;22.7;41.9;1.1
80162;23.4;42.1;1.1
80164;23.2;42.5;1
80166;22.7;41.8;1
80168;22.7;41.8;0.9
80170;22.7;41.8;1.1
80172;23;42.8;0.9
80174;22.8;42.8;1.3
80176;23.1;42.7;0.5
80178;22.8;42.2;1
80180;22.7;41.7;0.8
80182;22.7;41.4;1
80184;23;43;1.2
80186;23.1;43;0.8
80188;23.1;42.1;1.1
80190;22.7;42;1.3
80192;22.6;41.7;0.9
80194;23.1;42.8;0.9
80196;23.1;42.5;1.2
80198;23.1;42.6;1.1
80200;22.9;42.1;1.5
80202;22.9;42.3;0.9
80204;22.8;42.3;1.2
80206;22.7;41.4;1.4
80208;22.8;41.8;1.2
80210;22.6;41;0.9
80212;22.8;40.9;1
80214;22.5;41.3;1.1
80216;22.9;41.8;0.9
80218;23;41.9;1.1
80220;22.8;42.1;1.2
80222;22.3;40.7;1.1
80224;22.6;41.6;1.2
80226;22.6;41.4;1
80228;22.9;41.9;1.4
80230;22.6;41;0.9
80232;22.6;41.1;1.7
80234;22.3;41.2;1.5
80236;22.4;41.6;1
80238;23;42;1.4
80240;22.6;41.7;1.2
80242;22.4;40.7;1.5
80244;22.5;41.4;1.1
80246;22.5;41.2;1
80248;22.6;41.9;1.5
80250;22.8;41.7;1.2
80252;22.4;41.2;1.2
80254;22.3;41;1.3
80256;22.7;42;0.8
80258;22.6;41.1;1.4
80260;22.7;41.9;1.6
80262;22.8;41.7;1
80264;22.7;41.3;1.2
80266;22.5;41.3;1.4
80268;22.7;41.5;1.2
80270;22.6;41.6;0.9
80272;22.3;41.3;1
80274;22.1;40.5;0.8
80276;22.8;41.6;0.9
80278;22.4;40.4;1
80280;22.3;41;0.7
80282;22.3;40.2;1.1
80284;22.5;40.7;0.7
80286;22.3;40.7;0.9
80288;22.1;40.2;0.9
80290;22.3;40.7;0.8
80292;22.1;39.8;0.7
80294;22;39.9;1.2
80296;22.4;40.1;0.7
80298;22;39.6;0.6
80300;22.2;40;0.9
80302;22.2;39.6;0.7
80304;22.7;40.6;1
80306;22.5;40.2;0.8
80308;22.5;40.3;0.7
80310;22.2;39.7;0.8
80312;22.3;39.7;0.9
80314;21.9;39.2;0.7
80316;22.3;39.7;0.4
80318;22.1;39.8;0.5
80320;22.5;40;0.9
80322;22.2;38.9;0.4
80324;22.5;39.9;0.8
80326;22.1;40;1
80328;22.1;39.8;0.4
80330;22.2;40.2;0.7
80332;21.8;39.6;0.5
80334;21.9;39.9;0.1
80336;22.1;40.6;0.4
80338;22.6;41.2;0.7
80340;22;40.6;0.5
80342;21.7;40.5;0.7
80344;22.1;41;0.2
80346;22.3;40.9;0.3
80348;22.6;41.7;0.6
80350;22.4;41.8;0.4
80352;22.4;41.7;0.5
80354;21.8;41;0.4
80356;22.1;41.5;0.4
80358;22.4;41.3;0.5
80360;22.1;41.4;0.5
80362;21.7;41.3;0.3
80364;21.9;41.2;0.6
80366;22.3;42.3;0.7
80368;22.3;41.9;0.4
80370;22.3;42;0.7
80372;21.9;41.8;0.4
80374;22.2;42.3;0.5
80376;22.1;42.4;0.7
80378;21.7;41.5;0.3
80380;21.9;42.7;0.4
80382;22.2;42.5;0.6
80384;22.1;42.7;0
80386;22.2;42.7;0.7
80388;22.1;42.8;0.5
80390;22.3;42.9;-0.1
80392;22.2;42.5;1.1
80394;22.1;42.6;0.1
80396;21.9;42.6;-0.1
80398;21.8;42.1;0.6
80400;21.8;41.4;0.6
80402;21.8;42.2;0.4
80404;22.3;42.6;0.6
80406;21.9;42.2;0.5
80408;22.3;42.3;0
80410;22.1;42.1;0.5
80412;21.7;41.5;0.9
80414;22;41.7;0.1
80416;22.1;41.8;0.5
80418;22;40.7;0.7
80420;21.4;40;-0.1
80422;21.7;39.8;0.6
80424;22;40.6;0.6
80426;21.7;39.8;0
80428;22.1;40.2;0.8
80430;21.7;39.2;0.5
80432;21.7;39.7;0.2
80434;21.6;39.2;0.9
