t;x;y;q
28386;12;77.8;-1.5
28388;12.3;78.1;-1.6
28390;11.9;82.8;-1.5
28392;11.7;75.8;-1.6
28394;12.2;83;-1.4
28396;11.9;79;-1.4
28398;12;80;-1.2
28400;12.1;85.9;-1.1
28402;12;79.1;-1.8
28404;12.1;83;-1.3
28406;11.9;80;-1
28408;12.1;78;-1.7
28410;12.2;82.6;-1.2
28412;11.9;78.4;-1
28414;11.8;77.8;-1.7
28416;12;85.3;-1.3
28418;12;76.1;-1.5
28420;12;82.1;-1.6
28422;12;82.4;-1
28424;11.8;74.1;-1.2
28426;12;86.8;-1.4
28428;12;78;-1.2
28430;12.2;78.4;-1.4
28432;12.1;88.7;-1.4
28434;12.2;77.1;-1.5
28436;12;81.1;-1.3
28438;11.7;83.4;-1.4
28440;11.7;70.9;-1.5
28442;12;86.3;-1.1
28444;12.1;76.3;-1.7
28446;12;73;-1.1
28448;11.8;87.5;-1
28450;12.1;76.1;-1.5
28452;11.9;77.9;-1.5
28454;11.6;84.5;-0.7
28456;11.9;74.1;-1.9
28458;12;81.9;-1.4
28460;11.9;81.2;-1.2
28462;11.9;70.9;-1.8
28464;11.8;83.9;-1.1
28466;11.9;82.5;-1
28468;12.2;76.9;-2.1
28470;11.9;82.5;-1.7
28472;12;77.2;-1.2
28474;11.6;78.4;-1.9
28476;12;80.2;-1.4
28478;12.2;77.3;-1.2
28480;11.9;83.2;-2
28482;11.9;77.7;-1.3
28484;12.1;81.2;-1.6
28486;11.7;81;-2
28488;12;78.3;-0.7
28490;12;81.7;-2
28492;12;76;-2.1
28494;12.2;79.3;-0.6
28496;12;85.7;-1.6
28498;11.8;74.7;-1.6
28500;12.1;84.6;-1.2
28502;11.8;81.7;-1.4
28504;11.6;71.4;-1.5
28506;11.8;84.2;-1.2
28508;12.1;77.2;-1.6
28510;11.7;76.1;-1.8
28512;11.9;86.8;-1
28514;11.9;74.7;-1.4
28516;12.1;79.3;-1.7
28518;12.2;84.4;-1.3
28520;11.9;71.1;-1.5
28522;11.8;84.1;-1.3
28524;11.9;76.6;-1.2
28526;11.9;72.6;-1.7
28528;11.8;87.1;-1.3
28530;11.9;75.3;-0.8
28532;11.9;79.5;-2.1
28534;12.1;86.3;-1.1
28536;12.1;74.7;-1.3
28538;12.1;83.1;-1.5
28540;11.9;81.8;-0.7
28542;11.8;74.1;-1.6
28544;12.3;86.5;-1.6
28546;11.9;77.7;-1.1
28548;12;77;-2
28550;11.9;83.6;-1.1
28552;11.9;76.5;-1.4
28554;12;79.8;-1.9
28556;12;79.7;-0.9
28558;11.9;74.1;-1.8
28560;12.2;84.4;-1.1
28562;12;80.1;-1.5
28564;11.9;80.7;-1.8
28566;11.9;82.1;-1.1
28568;12.2;78.9;-1.7
28570;12.1;83.4;-1.5
28572;11.7;78.4;-1.6
28574;11.9;78.6;-1.2
28576;11.7;83.5;-1.4
28578;11.9;74.5;-1.8
28580;11.9;81.1;-0.9
28582;11.9;82.2;-1.7
28584;11.8;74.1;-1.3
28586;12.3;87.1;-1
28588;12.1;76.5;-1.7
28590;12;77.7;-1.4
28592;11.9;86.4;-0.9
28594;11.9;74.8;-1.7
28596;12.3;85.1;-1.3
28598;11.9;86.6;-1.4
28600;11.8;71.5;-1.8
28602;12;86.1;-1.3
28604;12.1;79.8;-1.3
28606;11.8;74.1;-1.9
28608;12;88.7;-1.2
28610;11.7;76.7;-1.5
28612;12.1;77.9;-1.5
28614;11.7;84.2;-1.5
28616;12;75.5;-1.7
28618;11.8;79.9;-1.5
28620;12;80.8;-1.7
28622;12.2;75.1;-1.1
28624;11.8;83.3;-1.5
28626;12;79.7;-1.7
28628;12.2;80.4;-1.5
28630;12.2;84.8;-1.3
28632;12.1;76.6;-2.2
28634;12;78.3;-1.4
28636;12.2;79.9;-1.6
28638;11.9;77.4;-2.3
28640;11.9;82.6;-1
28642;11.8;76.4;-2.1
28644;12.2;80.7;-1.8
28646;11.8;80.1;-1.1
28648;12.2;76.6;-2
28650;12.3;84.6;-1.7
28652;12.1;77;-1.7
28654;11.7;75.1;-2.3
28656;12.2;85.8;-1.7
28658;12.2;79.8;-1
28660;12.1;84;-2.3
28662;11.8;79.7;-1.5
28664;11.7;73.9;-1.4
28666;12.2;85.3;-2.4
28668;12.1;76.8;-1.4
28670;12;76.7;-1.6
28672;12.1;87.5;-2
28674;11.8;72.5;-1.6
28676;12;81.6;-1.6
28678;11.7;83.2;-2.3
28680;11.9;72.3;-1.3
28682;12.1;88.1;-1.8
28684;12;76.5;-2.3
28686;12;73.8;-1.1
28688;11.9;89.9;-2
28690;11.9;76.1;-2.2
28692;12;79;-1.1
28694;12.1;85.9;-2
28696;11.7;74.1;-1.4
28698;11.8;79.9;-1.5
28700;12;80.5;-1.8
28702;11.7;73.8;-1.6
28704;11.9;84.6;-1.7
28706;12.1;80.8;-1.4
28708;11.8;76.2;-1.5
28710;12;82.9;-1.5
28712;11.8;76.6;-1.4
28714;12;79.9;-1.7
28716;12;79.2;-1.4
28718;12;78;-1.6
28720;11.8;81.9;-2
28722;12;82;-1.5
28724;12;83.7;-1.6
28726;12.1;81.7;-1.9
28728;12;77.6;-1.3
28730;12.1;82.4;-1.6
28732;11.7;74.7;-1.5
28734;11.9;78.9;-1.5
28736;12;86.1;-1.9
28738;12;74.3;-1.5
28740;11.9;81.2;-1.6
28742;11.9;81.8;-2.1
28744;11.8;74.1;-2.1
28746;11.8;84.5;-1.6
28748;11.9;77.6;-1.4
28750;12.1;75.6;-2.3
28752;11.8;87.4;-1.6
28754;12;77.2;-1.4
28756;11.9;81.4;-2.1
28758;12.2;85.6;-1.8
28760;11.9;70;-1.5
28762;12.1;82.5;-2.1
28764;11.8;79.2;-1.8
28766;12.1;74.2;-1.3
28768;11.7;86.2;-2
28770;12;77.6;-1.5
28772;11.8;76;-1.7
28774;12;84.4;-2
28776;12;73.6;-1.5
28778;11.9;79;-2
28780;12.1;82.5;-2.1
28782;12.1;74;-1.7
28784;12;82;-2.2
28786;12.1;81.1;-2.1
28788;11.9;75;-1.4
28790;12.1;84.1;-2.1
28792;12.1;74.8;-1.5
28794;11.7;75.9;-1.5
28796;12.1;81.7;-1.6
28798;12;74.8;-1.5
28800;12.1;82.4;-2.1
28802;12;79;-2
28804;12;75.1;-1.6
28806;12.1;80.4;-1.6
28808;12.2;76.8;-1.5
28810;11.8;78.4;-1.5
28812;12.2;80.4;-1.5
28814;12;72.1;-1.9
28816;12.2;82.5;-1.1
28818;12.2;78.3;-1.5
28820;12.2;77.4;-1.8
28822;12.2;85.6;-0.8
28824;11.8;74.8;-1.6
28826;11.8;75.4;-1.5
28828;11.7;82.4;-1.1
28830;12;71.1;-1.8
28832;11.8;79.8;-0.8
28834;12.2;83.9;-1.6
28836;11.8;69.2;-1.3
28838;12.1;82.7;-1.2
28840;11.9;79.8;-1.6
28842;11.8;70.4;-1.2
28844;12.3;85.9;-1.3
28846;12.1;75.6;-1.3
28848;12.2;71.5;-1.8
28850;12.2;87.4;-1.4
28852;11.9;75.1;-1.2
28854;11.8;75.8;-2
28856;12;88;-1.5
28858;12.2;73.4;-1.5
28860;12;78;-1.9
28862;12.2;84.9;-1.4
28864;11.7;71.6;-1.7
28866;11.9;80.5;-1.4
28868;11.9;82.6;-1.1
28870;12.1;72.7;-1.5
28872;11.8;78.8;-1.2
28874;11.7;78.2;-1.5
28876;12.3;75.9;-2
28878;12;80.9;-1.3
28880;11.9;75.9;-1.2
28882;11.9;76.1;-2.1
28884;11.8;81;-1
28886;11.9;75.6;-1.5
28888;11.8;78.3;-1.3
28890;12;78.7;-1.1
28892;11.9;71.3;-2.1
28894;11.9;78.7;-1
28896;12;76.8;-1.2
28898;12;73.1;-1.5
28900;11.9;80.9;-1.2
28902;11.8;75.7;-1.6
28904;11.9;74;-1.2
28906;12.1;83.2;-1.4
28908;11.9;74;-1.6
28910;11.6;73.5;-1.4
28912;11.9;82.6;-1.2
28914;12.2;73.8;-2
28916;12.2;72.9;-1.2
28918;11.9;84.1;-1.5
28920;11.9;73.7;-1.7
28922;11.7;73.4;-1
28924;11.8;82.8;-1.8
28926;12;71.6;-1.1
28928;12.1;73.3;-1.3
28930;11.8;83.3;-1.5
28932;12.1;71.9;-1.6
28934;12;72.6;-1.1
28936;12.2;86.3;-1.8
28938;12;72.8;-0.8
28940;11.9;70.9;-1.6
28942;11.9;81.2;-1.8
28944;11.8;72.7;-1.4
28946;12;71.9;-1.5
28948;12.1;83.4;-1.9
28950;12.2;76.7;-1.1
28952;12.1;70.3;-1.5
28954;11.9;81;-1.5
28956;11.8;75.8;-1.2
28958;12.3;73.6;-1.5
28960;12;79.6;-1.3
28962;11.7;74.1;-1.4
28964;11.9;73.8;-1.5
28966;12;77.9;-1.4
28968;12.2;76.6;-1.2
28970;12;73;-1.3
28972;11.9;77.2;-1.3
28974;12;76.3;-1.4
28976;12.3;74;-1.7
28978;12.1;79.5;-1.4
28980;12.2;77.2;-1.7
28982;12.2;75.5;-1.4
28984;12;77.1;-1.5
28986;12;75.6;-1.5
28988;12.3;73.1;-1.1
28990;11.9;77.7;-1.8
28992;11.9;78.1;-1.6
28994;11.9;70.4;-1.1
28996;12;80.1;-1.9
28998;12.1;79.2;-1.4
29000;12.1;70.1;-1.1
29002;12.1;73.6;-2.3
29004;11.8;78.4;-1.3
29006;12;70.2;-1.6
29008;12;69.7;-2
29010;12.1;83.4;-0.5
29012;12.1;75.2;-1.5
29014;12;69.2;-1.9
29016;12;78.1;-1.1
29018;12;80.2;-1.6
29020;12.2;67.9;-1
29022;12.1;75.2;-1.6
29024;12.1;82.5;-1.5
29026;12;68.8;-1
29028;12.2;69;-1.4
29030;11.8;79.7;-1.3
29032;11.9;76.8;-1.1
29034;12.1;68.6;-1.5
29036;12.1;75;-1.4
29038;12.2;81.3;-1.4
29040;11.8;68.3;-1.4
29042;11.9;69.9;-1.3
29044;12.2;79.8;-1.7
29046;12;71.8;-1.5
29048;11.8;68;-1.4
29050;12;74.9;-1.5
29052;12.1;79.4;-1.6
29054;12;69.2;-1.3
29056;12.3;72.1;-1.5
29058;12.1;77;-2.1
29060;12.2;76.4;-1.6
29062;11.8;68.7;-1.4
29064;11.9;71.7;-2
29066;11.9;75.4;-1.1
29068;12;71.6;-1.5
29070;12.1;69.9;-1.8
29072;11.9;74.8;-1.4
29074;11.9;74.2;-1.3
29076;12.1;73.8;-2.1
29078;12.1;74.1;-1.3
29080;11.9;76.1;-1.2
29082;12.1;70.9;-2
29084;12;69.7;-1.3
29086;12.3;74.5;-1.6
29088;12.1;75.3;-1.7
29090;12;67.5;-1.5
29092;12;71;-1.5
29094;11.8;74.5;-1.3
29096;12.1;74.2;-1.6
29098;12.1;68.2;-1.9
29100;12.2;72.9;-1.4
29102;11.8;75.1;-1.3
29104;11.8;69.5;-1.4
29106;12.1;67.4;-1.1
29108;12.2;73.2;-1.2
29110;12;76.6;-1.6
29112;11.6;68.2;-1.3
29114;11.9;64.7;-1.4
29116;11.9;72;-1.3
29118;12.1;77.2;-1.6
29120;11.8;72.2;-1.4
29122;11.8;63.9;-1.2
29124;11.7;70.2;-1.3
29126;11.9;77;-1.3
29128;11.9;71.4;-1.7
29130;11.8;62.9;-1.2
29132;12;67.1;-1.7
29134;12;74.7;-1.3
29136;12.3;75.2;-1.4
29138;12.2;66.4;-1.4
29140;12;65.1;-1.2
29142;12;72.7;-1.7
29144;11.9;77.4;-1.3
29146;11.9;67.3;-1.6
29148;12;66.6;-1.6
29150;12.2;68.8;-1.2
29152;11.9;74.1;-1.5
29154;12.1;72.7;-1.4
29156;12.2;63.5;-1.5
29158;11.6;66.3;-1.7
29160;11.9;69.8;-1
29162;12.2;73.8;-2
29164;11.9;67.3;-1.8
29166;11.9;61.3;-1.2
29168;12.2;69.2;-1.9
29170;12;71.9;-1.4
29172;12.1;73.2;-1.4
29174;12.2;67.1;-2.1
29176;12.2;65.6;-1.5
29178;12;70;-2
29180;12;71.9;-1.3
29182;12.2;69.3;-1.2
29184;12.3;67;-2.1
29186;12.1;65.9;-1.5
29188;11.7;65;-1.4
29190;12.1;71.6;-1.9
29192;12.1;65.2;-1.3
29194;11.9;63.6;-1.6
29196;12.2;66.5;-1.8
29198;12.1;66.1;-1.4
29200;12;69.7;-2.2
29202;11.8;67.6;-1.6
29204;12;61.9;-1.3
29206;12.1;64.6;-1.2
29208;12;67.3;-1.8
29210;12.1;66.8;-1.5
29212;12.1;66.1;-1.5
29214;12.2;64.7;-1.5
29216;12;60.9;-1.5
29218;12;65.1;-1.6
29220;11.9;68.3;-1.6
29222;12;66.5;-1.2
29224;12;65.5;-1.6
29226;12.1;62;-1.6
29228;12.1;61.6;-1.2
29230;12.1;65;-1.8
29232;12.2;67.5;-1.6
29234;12.1;68;-1.5
29236;11.8;63.8;-1.8
29238;11.9;60.7;-1.5
29240;11.8;62.1;-1.3
29242;11.9;64.9;-1.6
29244;11.9;67.5;-1.5
29246;12.2;70.3;-1.1
29248;11.8;62.5;-1.5
29250;12.2;59.3;-1.7
29252;12;60.8;-1.6
29254;11.9;62.6;-1.3
29256;12.2;64.9;-1.4
29258;11.9;65;-1.4
29260;12.2;64.8;-1.6
29262;12;59.8;-1.4
29264;12.1;56.8;-1.4
29266;12.2;60;-1.3
29268;12;63.6;-1.2
29270;12.1;64.9;-1
29272;12.2;65.4;-1.5
29274;11.9;64.7;-1.2
29276;12.1;62;-1.3
29278;12;56.2;-1.8
29280;11.9;57;-1
29282;12;62.1;-1.8
29284;12;63.8;-1.7
29286;11.8;64.9;-1.3
29288;12.2;64.9;-1.6
29290;12.2;62.6;-1.3
29292;12;58.2;-1.2
29294;12;56.9;-1.7
29296;12.2;58.4;-1
29298;12.2;61.5;-1.2
29300;12;63.4;-2
29302;12.1;67.7;-1.3
29304;11.8;63.9;-1.2
29306;12.2;60.2;-1.7
29308;11.8;55.1;-1.4
29310;12.1;55.8;-1.4
29312;12;57.8;-1.5
29314;12;57;-1.1
29316;12;59.9;-1.4
29318;12;60.5;-1.7
29320;12;63.6;-1.3
29322;11.8;65.7;-1.5
29324;11.8;59.8;-1.2
29326;12.2;58.5;-1.2
29328;11.9;56.3;-1.7
29330;12.2;58.2;-1.4
29332;12.2;60;-1.5
29334;12;58.4;-1.7
29336;12;61.6;-1.4
29338;11.9;60.8;-1.5
29340;12;64.7;-1.2
29342;12;62.7;-1.5
29344;11.9;57.7;-1.7
29346;12;55.4;-1.5
29348;12.1;55.4;-1.4
29350;12.1;53.8;-2
29352;12.2;56.2;-1
29354;12.2;57.2;-1.5
29356;12;60.1;-1.6
29358;12.2;59.6;-0.9
29360;11.9;57.6;-1.7
29362;12;60.3;-1.6
29364;11.8;58.4;-1.1
29366;11.9;56.3;-1.9
29368;11.8;56.1;-1.5
29370;12.3;53.8;-1.1
29372;12.2;52.8;-2
29374;11.9;53.1;-1.1
29376;12;53.9;-1.5
29378;12.2;55.2;-1.7
29380;11.7;56.8;-1.1
29382;12.2;60.9;-1.6
29384;12;57.2;-1.6
29386;12.2;59.4;-0.5
29388;12.2;59;-2.1
29390;12.2;57.6;-1.2
29392;12.1;55.4;-1
29394;12;53.8;-2.2
29396;12.1;56.2;-0.5
29398;11.9;52.2;-1.8
29400;11.8;53.8;-1.9
29402;11.9;52.6;-1
29404;12.2;54.7;-2.1
29406;11.9;53.3;-1
29408;12;56.9;-1.1
29410;11.7;55.7;-2
29412;11.8;59;-0.7
29414;12.2;58.1;-1.7
29416;12.1;56;-1.7
29418;12.2;56.8;-1
29420;12.2;55.5;-1.7
29422;12.2;54.7;-1.3
29424;12.1;53.2;-1.3
29426;11.9;52.9;-1.7
29428;12.2;52.8;-1.2
29430;12.1;53;-1.3
29432;12.2;53.2;-1.3
29434;12.1;52.4;-1.5
29436;12;52.3;-1.6
29438;12.2;53.4;-1.3
29440;11.8;52.4;-1.7
29442;12.2;54.4;-1.4
29444;12.1;53.9;-1.2
29446;12.1;55.3;-1.4
29448;12.2;55.9;-1.3
29450;12.2;56;-0.9
29452;12.2;55.6;-1.6
29454;12.1;53.7;-1.8
29456;11.9;53.1;-1.2
29458;11.8;51.3;-1.7
29460;12.1;51;-1.1
29462;12.2;51.2;-1.1
29464;11.9;48.4;-1.7
29466;11.9;50.1;-1.5
29468;12.3;51;-1.6
29470;11.9;49.1;-1.5
29472;11.8;49.4;-1.3
29474;12.1;49.9;-1.7
29476;11.9;50.7;-1.6
29478;11.9;50.3;-1.3
29480;11.8;49.8;-1.4
29482;12.1;51;-1.4
29484;12.2;49.8;-1.4
29486;12.1;50;-1.2
29488;11.8;49.6;-1.4
29490;11.9;52;-1.7
29492;12.1;49.9;-1.3
29494;12;51.7;-1.3
29496;12.1;52;-1.8
29498;12.1;53.6;-1.6
29500;11.6;52.1;-1.5
29502;12;51.2;-1.4
29504;11.9;53;-1.3
29506;12.2;51;-1.8
29508;12.2;52.8;-1.3
29510;11.8;50.3;-1.6
29512;12;51;-1.5
29514;11.9;49.2;-1.3
29516;12.1;49.2;-1.4
29518;12;50.8;-1.7
29520;12.1;48.2;-1.6
29522;11.9;48;-1.4
29524;11.8;48.2;-1.5
29526;11.9;47.1;-1.4
29528;12.1;49;-0.9
29530;11.8;47;-1.7
29532;11.8;48;-1.8
29534;12.1;48.1;-0.9
29536;12;48.5;-1.6
29538;12.1;47.5;-1.6
29540;11.9;46.4;-1.7
29542;11.9;46.5;-1.6
29544;11.9;46.6;-1.1
29546;11.9;47;-1.3
29548;12.1;48;-1.9
29550;12.1;47.8;-1.3
29552;12.1;46.6;-1.4
29554;11.8;46.7;-1.6
29556;11.9;47.7;-1
29558;12.2;48.5;-1.6
29560;12;47.9;-1.4
29562;12;48;-1
29564;12;47.8;-1.7
29566;12.2;49;-1.3
29568;12.1;49.2;-1.1
29570;11.9;47.8;-1.2
29572;12;47.8;-1.5
29574;11.9;47.8;-1.1
29576;11.9;47.8;-1.8
29578;11.9;47.6;-1.9
29580;11.8;47.4;-0.9
29582;12.2;48.5;-1.5
29584;12.2;48.3;-1.5
29586;12.2;48.1;-0.9
29588;12;47.3;-1.9
29590;12.2;47.9;-1.3
29592;11.8;46.9;-1.4
29594;12.4;47.8;-1.4
29596;12.3;47.9;-1.2
29598;12.1;47.2;-1.6
29600;12.3;47.9;-1.4
29602;12.1;46.6;-1.3
29604;11.8;46.6;-1.6
29606;12;46.7;-1.2
29608;12.2;47.3;-1.4
29610;12.2;47.5;-1.5
29612;12.1;47.5;-1.2
29614;11.9;46.5;-1.9
29616;12.1;46.6;-1.2
29618;11.9;45.8;-1.1
29620;11.9;47;-2
29622;12.1;47.3;-0.6
29624;12.2;47.2;-1.5
29626;12.2;47.1;-1.6
29628;12;46.9;-1.3
29630;12.1;47.1;-1.1
29632;12.2;47.1;-1.3
29634;12.2;47;-1.8
29636;12.2;46.4;-1.5
29638;11.8;45.8;-1.3
29640;11.8;46;-1.6
29642;11.9;45.5;-1.3
29644;12.1;46.4;-1.3
29646;12;45.4;-1.5
29648;12.2;46.3;-1.5
29650;12.2;46;-1.5
29652;12.1;46.4;-1.3
29654;12.1;46.4;-1.5
29656;12.1;46.4;-1.5
29658;11.9;45.5;-2
29660;11.9;45.3;-1.4
29662;11.9;45.3;-1.2
29664;12.3;45.2;-1.7
29666;12;45.6;-1.1
29668;11.9;45.2;-1.2
29670;12.3;45;-1.7
29672;12;45.5;-1.3
29674;12.1;44.7;-1.7
29676;12;45.6;-1.7
29678;12.2;45.4;-1.5
29680;11.9;44.8;-1.6
29682;12.2;44.7;-1.3
29684;12.3;45.1;-1.4
29686;12.1;45.3;-1.8
29688;12;44.2;-1.1
29690;12.1;45.2;-1.3
29692;12;45.2;-1.8
29694;12;44.5;-1
29696;12.2;44.9;-1.6
29698;12;44.3;-1.7
29700;12.2;45;-1.2
29702;12.1;45;-1.8
29704;11.9;44;-1.4
29706;12;44.2;-1
29708;12;43.9;-1.5
29710;12;44.2;-1.6
29712;11.7;44;-1.5
29714;11.8;43.9;-1.3
29716;12.1;44.7;-1.7
29718;11.9;44.5;-1.4
29720;12;44.4;-1.1
29722;12.2;44.7;-2.1
29724;11.7;44.2;-1
29726;12.2;45.3;-0.9
29728;12.2;44.9;-1.6
29730;12.3;45.7;-0.6
29732;12.1;45.6;-1.2
29734;12.1;44.5;-1.1
29736;12.1;45.9;-0.6
29738;12.2;45.8;-1
29740;12.1;45.6;-0.7
29742;12.2;46;-0.7
29744;12.1;45.9;-0.7
29746;12;45;-0.4
29748;12.3;46.1;-0.6
29750;12.2;45.8;-0.3
29752;11.9;44.8;-0.2
29754;12.4;46.3;0
29756;11.9;45.2;-0.3
29758;12.2;46.1;-0.3
29760;12.4;46.4;0.2
29762;12;45;0.1
29764;11.9;45.8;0.1
29766;12;45.9;0.4
29768;12.1;46.3;0
29770;12.3;46.2;0.8
29772;12.1;46.3;0.1
29774;11.9;45.1;0.7
29776;12;45.3;0.5
29778;11.8;45.2;0.1
29780;12;45.5;0.3
29782;12.1;46.1;0.1
29784;12;45.4;0.4
29786;12.1;46.4;0.7
29788;11.9;45.3;0.4
29790;12.3;45.8;1.1
29792;11.8;45.2;0.7
29794;12.2;45.2;1.2
29796;12.4;46.2;1.2
29798;12.2;46.3;1.1
29800;12.1;46;1.3
29802;12.1;45.7;1.4
29804;12.1;46.5;1.7
29806;12;46.4;1.5
29808;12;46;1.5
29810;11.8;45.8;1.8
29812;12;45.8;1.4
29814;11.9;45.8;1.2
29816;12.3;46.9;1.6
29818;12.2;46.9;1.6
29820;12.2;47.2;1.8
29822;12;46.2;1.9
29824;11.7;46.1;1.9
29826;11.9;46.2;1.9
29828;12.2;46.7;2
29830;12;45.5;1.9
29832;12.1;46.2;2.2
29834;12;46.4;2
29836;12;46;2.5
29838;12.1;46.4;2.1
29840;11.9;45.7;2.3
29842;11.7;45.6;2
29844;12;46.9;2.4
29846;11.8;44.7;2.1
29848;12.1;46.4;2.3
29850;12;46.8;2.6
29852;11.7;45.5;2.7
29854;11.7;45.7;2.4
29856;12.1;47.1;2.5
29858;11.9;47.1;2.7
29860;11.8;47.7;2.7
29862;11.8;46.6;2.7
29864;11.8;48.1;3
29866;11.8;49;2.9
29868;11.8;47.5;3.1
29870;11.8;48.3;3.2
29872;11.6;48.9;3.2
29874;11.3;49.1;2.8
29876;11.7;49.4;3.7
29878;11.3;51.5;3.2
29880;11.4;50.5;3.4
29882;11.5;51.2;3.7
29884;11.2;51;3.7
29886;11.5;51;3.7
29888;11.4;51.3;4.3
29890;11.3;51.2;4.1
29892;11.3;50.8;4.1
29894;11.4;49.8;4
29896;11.3;50.1;3.8
29898;11.2;49;4.4
29900;10.8;48.1;4.2
29902;10.9;48.2;4.4
29904;11;47.5;4.5
29906;10.8;45.9;4.1
29908;10.6;46.4;4.4
29910;10.6;44.1;4.3
29912;10.6;43.7;4.9
29914;10.6;44.7;4.7
29916;10.4;45.3;4.6
29918;10.3;45.6;4.4
29920;10.3;45.5;4.7
29922;10.3;44.5;4.8
29924;10.1;45.2;4.7
29926;10.3;45.8;5
29928;10.3;45.7;4.7
29930;9.8;44.9;4.9
29932;10.2;47.3;5.4
29934;10.1;46;5.1
29936;10.2;47.4;5.2
29938;10;48.3;5.2
29940;10;48.9;5.1
29942;10.2;51.7;4.9
29944;10;49;5.2
29946;10.2;52.5;5.6
29948;10.4;53.5;5.9
29950;10.3;49.7;5.5
29952;10.1;49.4;5.4
29954;10.2;49.7;5.9
29956;10.2;48.8;6.1
29958;10.1;47.7;5.8
29960;10;47.7;6.3
29962;10.2;47.1;5.8
29964;9.7;46.1;6.1
29966;9.9;47.3;6.8
29968;9.9;49.7;5.8
29970;10;51.3;6.4
29972;9.9;49.3;5.9
29974;9.9;49.4;6.7
29976;10;51.2;6.6
29978;10;50.6;6.4
29980;9.8;51.1;6.6
29982;10;52.6;6.7
29984;9.7;52.3;6
29986;9.9;52.4;7
29988;9.6;51.9;6.2
29990;9.7;52.1;6.7
29992;9.7;48;6.4
29994;9.6;49.3;6
29996;9.9;49.9;7.1
29998;9.5;48.1;6.6
30000;9.5;49.5;6.6
30002;9.7;52.2;6.5
30004;9.2;52.6;6.4
30006;9.5;54.7;6.5
30008;9.5;55.1;6
30010;9.2;53.2;6.3
30012;9.3;54.4;6.2
30014;9.3;55.9;6.3
30016;9.3;54.7;5.7
30018;9.4;53.4;6
30020;9.1;51;5.7
30022;9.1;51.6;5.9
30024;9.1;48.3;5.5
30026;8.8;48.4;5
30028;9;50.2;5.8
30030;8.8;52.4;5.4
30032;8.8;54.4;5.2
30034;8.9;56.2;4.6
30036;8.7;56.2;5.2
30038;8.7;56.6;3.9
30040;8.7;55.4;4.6
30042;8.3;54.9;3.3
30044;8;51.7;4.1
30046;8.3;50.9;3.7
30048;8;53.6;3.6
30050;8;51.7;3.7
30052;8.1;52.7;2.8
30054;7.9;55.2;3.4
30056;7.8;56.8;2.7
30058;7.9;59.1;3.3
30060;7.6;61.7;3.1
30062;7.4;58.2;2.6
30064;7.1;54.5;3
30066;7;52.7;2.8
30068;6.9;52.6;2.4
30070;6.7;50.9;2.5
30072;6.5;55;2.4
30074;6.4;54.2;2.7
30076;6.1;56;2.2
30078;6;60.3;2.6
30080;5.8;60.4;2.1
30082;5.6;58.5;2.6
30084;5.3;55;2.2
30086;5;52.7;2.6
30088;4.9;51.6;2.9
30090;4.8;52.3;2.8
30092;4.5;57;2.6
30094;4.2;57.3;3.1
30096;3.8;60;3.1
30098;3.7;63.3;2.9
30100;3.3;58.5;3.5
30102;3.1;57.5;3.2
30104;2.8;54.1;4.1
30106;2.4;54.7;4.5
30108;2.1;57.3;3.8
30110;1.9;60.6;4.7
30112;1.3;60.1;4.1
30114;1.1;61.4;4.5
30116;0.7;61.9;4.9
30118;0.3;57.9;3.9
30120;0.2;56.1;5.2
30122;-0.4;54.8;4.8
30124;-0.6;57.1;6.3
30126;-0.9;61.3;6
30128;-1.7;63.6;5.3
30130;-2;61.7;6.7
30132;-2.2;60;5.8
30134;-2.7;55.5;7
30136;-3.1;58;7
30138;-3.4;57.1;6.7
30140;-4.1;58.5;7.2
30142;-4.3;63.5;7.1
30144;-4.4;64.9;7.8
30146;-4.8;62.1;7.2
30148;-5.2;58.5;8.3
30150;-5;58.9;7.3
30152;-5;61;8.6
30154;-5.3;60.4;6.6
30156;-5.8;63.9;9
30158;-5.8;64.8;6.8
30160;-6.1;61.5;9.2
30162;-6.3;56;5.5
30164;-6.8;58;9.2
30166;-7.3;63.6;5.2
30168;-7.7;64.2;9.4
30170;-7.5;64.8;4.2
30172;-7.8;59.9;8.1
30174;-7.5;59.6;4.2
30176;-7.5;58;7.2
30178;-7.5;61.2;3.6
30180;-7.3;65.9;6
30182;-7.2;66.4;3.8
30184;-6.9;61.9;3.7
30186;-7;63.2;4.1
30188;-7;63.5;2.2
30190;-7;62;4.3
30192;-7;64.8;1.2
30194;-7.7;65.9;4.8
30196;-7.7;62.3;0.9
30198;-7.9;60.4;3.9
30200;-8.6;65.4;1.6
30202;-8.7;63.4;2.9
30204;-9.4;65.2;3
30206;-9.9;66.3;2.1
30208;-10.1;58.5;4.2
30210;-10.8;58.5;1.8
30212;-11.2;64.6;4.9
30214;-11.6;64.7;2.2
30216;-12;68;4.2
30218;-12.9;64.7;4
30220;-13.3;61.7;3.3
30222;-14;64.7;5
30224;-14.4;70.2;4.7
30226;-15;69.9;4.8
30228;-15.8;66.2;6.4
30230;-15.8;62.5;5
30232;-15.7;61.7;6.4
30234;-15.6;64.3;6.3
30236;-16.2;70.3;6.1
30238;-15.2;65.4;8.4
30240;-15.2;60.1;6
30242;-14.8;63.4;8.4
30244;-13.9;65.7;8.8
30246;-12.8;69.9;7.5
30248;-12.4;72.5;8
30250;-11.2;63.2;9.7
